Drunken Pipe Bomb,['Valve Studio Orchestra'],Fight Songs: The Music of Team Fortress 2,None,1:32,https://lh3.googleusercontent.com/gJ2t4knmVOxlOCt5sBSt0SwiCLWZEmGl8eRJcuJeqOydQRCBBLV9dOpXSE1UcOYb4SpZQkI2LDypEHI=w544-h544-l90-rj,https://music.youtube.com/watch?v=WVYzEC8dLwM,"['Valve Studio Orchestra', 'Fight Songs: The Music of Team Fortress 2', 'Drunken Pipe Bomb']"
Three Days to Live,['Valve Studio Orchestra'],Fight Songs: The Music of Team Fortress 2,None,1:57,https://lh3.googleusercontent.com/gJ2t4knmVOxlOCt5sBSt0SwiCLWZEmGl8eRJcuJeqOydQRCBBLV9dOpXSE1UcOYb4SpZQkI2LDypEHI=w544-h544-l90-rj,https://music.youtube.com/watch?v=CN2lX_FylEY,"['Valve Studio Orchestra', 'Fight Songs: The Music of Team Fortress 2', 'Three Days to Live']"
Misfortune teller,['Valve Studio Orchestra'],Fight Songs: The Music of Team Fortress 2,None,2:34,https://lh3.googleusercontent.com/gJ2t4knmVOxlOCt5sBSt0SwiCLWZEmGl8eRJcuJeqOydQRCBBLV9dOpXSE1UcOYb4SpZQkI2LDypEHI=w544-h544-l90-rj,https://music.youtube.com/watch?v=Nq69rGToOnM,"['Valve Studio Orchestra', 'Fight Songs: The Music of Team Fortress 2', 'Misfortune teller']"
Archimedes,['Valve Studio Orchestra'],Fight Songs: The Music of Team Fortress 2,None,4:05,https://lh3.googleusercontent.com/gJ2t4knmVOxlOCt5sBSt0SwiCLWZEmGl8eRJcuJeqOydQRCBBLV9dOpXSE1UcOYb4SpZQkI2LDypEHI=w544-h544-l90-rj,https://music.youtube.com/watch?v=d_C14GQIs2Q,"['Valve Studio Orchestra', 'Fight Songs: The Music of Team Fortress 2', 'Archimedes']"
Soldier of Dance,['Valve Studio Orchestra'],Fight Songs: The Music of Team Fortress 2,None,1:10,https://lh3.googleusercontent.com/gJ2t4knmVOxlOCt5sBSt0SwiCLWZEmGl8eRJcuJeqOydQRCBBLV9dOpXSE1UcOYb4SpZQkI2LDypEHI=w544-h544-l90-rj,https://music.youtube.com/watch?v=QCA8WpKXnd8,"['Valve Studio Orchestra', 'Fight Songs: The Music of Team Fortress 2', 'Soldier of Dance']"
Playing With Danger,['Valve Studio Orchestra'],Fight Songs: The Music of Team Fortress 2,None,4:04,https://lh3.googleusercontent.com/gJ2t4knmVOxlOCt5sBSt0SwiCLWZEmGl8eRJcuJeqOydQRCBBLV9dOpXSE1UcOYb4SpZQkI2LDypEHI=w544-h544-l90-rj,https://music.youtube.com/watch?v=ZMUfcPs4iho,"['Valve Studio Orchestra', 'Fight Songs: The Music of Team Fortress 2', 'Playing With Danger']"
Haunted Fortress,['Valve Studio Orchestra'],Fight Songs: The Music of Team Fortress 2,None,1:23,https://lh3.googleusercontent.com/gJ2t4knmVOxlOCt5sBSt0SwiCLWZEmGl8eRJcuJeqOydQRCBBLV9dOpXSE1UcOYb4SpZQkI2LDypEHI=w544-h544-l90-rj,https://music.youtube.com/watch?v=0CkJEtaYdyY,"['Valve Studio Orchestra', 'Fight Songs: The Music of Team Fortress 2', 'Haunted Fortress']"
Rise of the Living Bread,['Valve Studio Orchestra'],Fight Songs: The Music of Team Fortress 2,None,2:38,https://lh3.googleusercontent.com/gJ2t4knmVOxlOCt5sBSt0SwiCLWZEmGl8eRJcuJeqOydQRCBBLV9dOpXSE1UcOYb4SpZQkI2LDypEHI=w544-h544-l90-rj,https://music.youtube.com/watch?v=eVezL7OM_Yw,"['Valve Studio Orchestra', 'Fight Songs: The Music of Team Fortress 2', 'Rise of the Living Bread']"
Robots!,['Valve Studio Orchestra'],Fight Songs: The Music of Team Fortress 2,None,3:35,https://lh3.googleusercontent.com/gJ2t4knmVOxlOCt5sBSt0SwiCLWZEmGl8eRJcuJeqOydQRCBBLV9dOpXSE1UcOYb4SpZQkI2LDypEHI=w544-h544-l90-rj,https://music.youtube.com/watch?v=rib7ApVUKqk,"['Valve Studio Orchestra', 'Fight Songs: The Music of Team Fortress 2', 'Robots!']"
The Art of War,['Valve Studio Orchestra'],Fight Songs: The Music of Team Fortress 2,None,2:18,https://lh3.googleusercontent.com/gJ2t4knmVOxlOCt5sBSt0SwiCLWZEmGl8eRJcuJeqOydQRCBBLV9dOpXSE1UcOYb4SpZQkI2LDypEHI=w544-h544-l90-rj,https://music.youtube.com/watch?v=hFXGnjXAuY8,"['Valve Studio Orchestra', 'Fight Songs: The Music of Team Fortress 2', 'The Art of War']"
